title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
W. Fitzhugh Brundage,15964,finalist,1555199646,finalists/w-fitzhugh-brundage,"A morally engaging investigation of torture that measures American ideals of democracy and equality against a dark, uncomfortable reality.",220,621,Civilizing Torture: An American Tradition,Belknap Press of Harvard University Press,2019,621,2019,220,History
Victoria Johnson,15965,finalist,1555190637,finalists/victoria-johnson,"A beautiful restoration of the world of botanist and surgeon Dr. David Hosack whose forward-looking views embodied early American ambitions in transatlantic scientific discourse.

",220,621,"American Eden: David Hosack, Botany, and Medicine in the Garden of the Early Republic ",Liveright/W.W. Norton,2019,621,2019,220,History
Max Boot,15966,finalist,1555190926,finalists/max-boot,"A nuanced portrait of CIA operative and foreign policy expert Edward Lansdale that adroitly captures his complex character, misunderstood legacy and the contradictions of his times.",222,621,The Road Not Taken: Edward Lansdale and the American Tragedy in Vietnam ,Liveright/W.W. Norton,2019,621,2019,222,Biography
Caroline Weber,15968,finalist,1555190888,finalists/caroline-weber,"A revelatory work that speaks to the power and influence of three women at the highest levels of French society, whose lives intertwined in the imagination of novelist Marcel Proust.",222,621,Proust&#039;s Duchess: How Three Celebrated Women Captured the Imagination of Fin-de-Siècle Paris,Alfred A. Knopf,2019,621,2019,222,Biography
Jos Charles,15969,finalist,1555254473,finalists/jos-charles,"A volume of imaginative, idiosyncratic verse that merges contemporary speech with Middle English tradition to interpret the transgender experience.",224,621,feeld,Milkweed Editions,2019,621,2019,224,Poetry
A. E. Stallings,15971,finalist,1555191687,finalists/e-stallings,"A collection of inventive formal poetry that challenges, gives shape to, and delights in how the art form mimics and distorts the universalities of life.",224,621,Like,"Farrar, Straus and Giroux",2019,621,2019,224,Poetry
Elizabeth Rush,15973,finalist,1555191897,finalists/elizabeth-rush,"A rigorously reported story about American vulnerability to rising seas, particularly disenfranchised people with limited access to the tools of rebuilding.",223,621,Rising: Dispatches from the New American Shore,Milkweed Editions,2019,621,2019,223,General Nonfiction
Bernice Yeung,15974,finalist,1555191854,finalists/bernice-yeung,"An unembellished series of case studies about sexual violence exacted on mostly immigrant women in America, many toiling in a shadow economy.",223,621,In a Day’s Work: The Fight to End Sexual Violence Against America’s Most Vulnerable Workers,The New Press,2019,621,2019,223,General Nonfiction
Heidi Schreck,15976,finalist,1555190534,finalists/heidi-schreck,A charming and incisive analysis of gender and racial biases inherent to the U.S. Constitution that examines how this living document could evolve to fit modern America.,218,621,What the Constitution Means to Me,,2019,621,2019,218,Drama
Clare Barron,15977,finalist,1555190484,finalists/clare-barron,"A refreshingly unorthodox play that conveys the joy and abandon of dancing, while addressing the changes to body and mind of its preteen characters as they peer over the precipice toward adulthood.",218,621,Dance Nation,,2019,621,2019,218,Drama
James Romig,15978,finalist,1555192026,finalists/james-romig,"Released by New World Records, a hypnotic solo-piano work comprised of 43 individual sections whose striking harmonic implications and subtly dramatic effects distill music to its barest essences. ",225,621,Still,,2019,621,2019,225,Music
Andrew Norman,15979,finalist,1555192087,finalists/andrew-norman-0,"Premiered by the Los Angeles Philharmonic, an absorbing orchestral work rich with mesmerizing textures and color, including washes of clustered string sounds and cascading winds, creating a virtual sound installation in which perceptions of time are suspended (Schott Music).",225,621,Sustain,,2019,621,2019,225,Music
"Ken Fisher, drawing as Ruben Bolling, freelancer",15981,finalist,1555189623,finalists/ken-fisher-drawing-ruben-bolling-freelancer,"For pointed political commentary, informed by comics history, that provided readers nuanced satire of the Trump phenomenon.",215,621,,,2019,621,2019,215,Editorial Cartooning
"Rob Rogers, freelancer",15982,finalist,1555189691,finalists/rob-rogers-freelancer,For provocative illustrations that channeled cultural and historical references with expert artistry and an eye for hypocrisy and injustice.,215,621,,,2019,621,2019,215,Editorial Cartooning
"Brandon Stahl, Jennifer Bjorhus, MaryJo Webster and Renée Jones Schneider of the Star Tribune, Minneapolis, Minn.",15985,finalist,1555188307,finalists/brandon-stahl-jennifer-bjorhus-maryjo-webster-and-renee-jones-schneider-star-tribune,"For an illuminating and disturbing series that exposed breakdowns in Minnesota’s investigation and prosecution of rape cases, and how such ineptitude fails victims of sexual assault. ",208,621,,,2019,621,2019,208,Local Reporting
"Barbara Laker, Wendy Ruderman, Dylan Purcell and Jessica Griffin of The Philadelphia Inquirer",15986,finalist,1555188069,finalists/barbara-laker-wendy-ruderman-dylan-purcell-and-jessica-griffin-philadelphia-inquirer,For dogged scientific investigation and evocative storytelling that exposed toxic dangers lurking in Philadelphia school buildings that sickened children in their classrooms.,208,621,,,2019,621,2019,208,Local Reporting
Staff of the Chico Enterprise-Record in collaboration with the Bay Area News Group,15988,finalist,1555187448,finalists/staff-chico-enterprise-record-collaboration-bay-area-news-group,"For committed coverage of an epic California wildfire that consumed more than 18,000 buildings in 150,000 acres, and took 86 lives. (Moved by the jury from Local Reporting, where it was originally entered.)",205,621,,,2019,621,2019,205,Breaking News Reporting
Photography Staff of Associated Press,15989,finalist,1555189846,finalists/photography-staff-associated-press-0,For searing images that chronicled clashes between Palestinians and Israelis in the Gaza Strip. ,216,621,,,2019,621,2019,216,Breaking News Photography
"Noah Berger, John Locher and Ringo H. W. Chiu of Associated Press",15990,finalist,1555189797,finalists/noah-berger-john-locher-and-ringo-h-w-chiu-associated-press,For devastating images that chronicled the historic 2018 fire season in California and captured the destruction from massive blazes as they spread at an extraordinary pace,216,621,,,2019,621,2019,216,Breaking News Photography
Craig F. Walker of The Boston Globe,15992,finalist,1555190146,finalists/craig-f-walker-boston-globe,For superb photography and sophisticated visual storytelling that brought understanding to the story of a young boy living with a complex developmental disability.,217,621,,,2019,621,2019,217,Feature Photography
Maggie Steber and Lynn Johnson of National Geographic,15994,finalist,1555190179,finalists/maggie-steber-and-lynn-johnson-national-geographic,"For a compelling, dignified photo narrative that provides an intimate look at the youngest face transplant recipient in the U.S.",217,621,,,2019,621,2019,217,Feature Photography
"David Barstow, Susanne Craig and Russ Buettner of The New York Times",16137,finalist,1555187603,finalists/david-barstow-susanne-craig-and-russ-buettner-new-york-times,For an exhaustive 18-month investigation of President Donald Trump’s finances that debunked his claims of self-made wealth and revealed a business empire riddled with tax dodges. (Moved by the Board to the Explanatory Reporting category.),206,621,,,2019,621,2019,206,Investigative Reporting
Alan Wirzbicki and Rachelle G. Cohen of The Boston Globe,21245,finalist,1623362129,finalists/alan-wirzbicki-and-rachelle-g-cohen-boston-globe,"For editorials that addressed a controversial local zoning fight, centering the legacy of restrictive housing laws in America’s ongoing conversation about equity, inclusion and opportunity.",214,632,,,2021,632,2021,214,Editorial Writing
Lee Hockstader of The Washington Post,21246,finalist,1623362173,finalists/lee-hockstader-washington-post,For a series of editorials that pushed for accountability in the shooting and killing of an unarmed man by U.S. Park Police three years earlier.,214,632,,,2021,632,2021,214,Editorial Writing
Mark Swed of the Los Angeles Times,21248,finalist,1623421585,finalists/mark-swed-los-angeles-times,"For a series of critical essays that broke through the silence of the pandemic to recommend an eclectic array of recordings as entertainment and solace essential to the moment, drawing deep connections to seven centuries of classical music.",213,632,,,2021,632,2021,213,Criticism
Craig Jenkins of New York Magazine,21249,finalist,1740682148,finalists/craig-jenkins-new-york-magazine,"For writing on a range of popular topics, including social media, music and comedy, contending with the year’s disarray and exploring how culture and conversation can both flourish and break down online.",213,632,,,2021,632,2021,213,Criticism
"Roy S. Johnson of Alabama Media Group, Birmingham",21251,finalist,1623361648,finalists/roy-s-johnson-alabama-media-group-birmingham,"For evocative columns on race and remembrance written with style, urgency, and moral clarity.",212,632,,,2021,632,2021,212,Commentary
Melinda Henneberger of The Kansas City Star,21253,finalist,1623361599,finalists/melinda-henneberger-kansas-city-star-1,"For tenacious and deeply reported columns on failures in the criminal justice system, forcefully arguing how systemic problems and abuses affect the larger community.",212,632,,,2021,632,2021,212,Commentary
Greg Jaffe of The Washington Post,21256,finalist,1623361097,finalists/greg-jaffe-washington-post,For deeply reported stories that powerfully depict the suffering and dislocation endured by Americans who lost their jobs after the sudden collapse of South Florida’s tourist economy in the pandemic.,211,632,,,2021,632,2021,211,Feature Writing
"BuzzFeed News and the International Consortium of Investigative Journalists, Washington, D.C.",21257,finalist,1623440506,finalists/buzzfeed-news-and-international-consortium-investigative-journalists-washington-dc,"For a massive reporting project that yielded sweeping revelations about the ongoing role of some of the world’s biggest banks in facilitating international money laundering and the trafficking of goods and people, corruption that continues to frustrate regulators across the world.",210,632,,,2021,632,2021,210,International Reporting
Staff of The Wall Street Journal,21258,finalist,1623360895,finalists/staff-wall-street-journal-1,"For an authoritative and deeply reported portrait of China’s nationalist leader Xi Jinping and his increasingly authoritarian control of the state, its economy, and politics, conducted even after the news organization was expelled from the country.",210,632,,,2021,632,2021,210,International Reporting
Staff of The New York Times,21259,finalist,1623360855,finalists/staff-new-york-times-1,"For a masterful synthesis of stellar writing, powerful images and engaging interactives that illustrated how the world was unprepared for a fast-moving global pandemic — and failed to contain it.",210,632,,,2021,632,2021,210,International Reporting
