title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Robert Lewis Taylor,6146,winner,1439235142,winners/robert-lewis-taylor,,219,161,"The Travels of Jaimie McPheeters
","Doubleday
",1959,161,1959,219,Fiction
Leonard D. White,6147,winner,1718985007,winners/leonard-d-white,,220,161,The Republican Era: 1869-1901,,1959,161,1959,220,History
Joseph Martin and Philip Santora,6148,winner,1439235142,winners/joseph-martin-and-philip-santora,"For their exclusive series of articles disclosing the brutality of the Batista government in Cuba long before its downfall and forecasting the triumph of the revolutionary party led by Fidel Castro.
",210,161,"New York Daily News
",,1959,161,1959,210,International Reporting
Miss Mary Lou Werner,6149,winner,1439235142,winners/miss-mary-lou-werner,"For her comprehensive year-long coverage of the integration crisis in Virginia which demonstrated admirable qualities of accuracy, speed and the ability to interpret the news under deadline pressure in the course of a difficult and taxing assignment.
",,161,"The Evening Star
",,1959,161,1959,,
John Harold Brislin,6150,winner,1439235142,winners/john-harold-brislin,"For displaying courage, initiative and resourcefulness in his effective four-year campaign to halt labor violence in his home city, as a result of which ten corrupt union officials were sent to jail and a local union was embolden to clean out racketeering elements.
",,161,"Scranton (PA) Tribune and Scrantonian
",,1959,161,1959,,
John LaMontaine,6151,winner,1439235142,winners/john-lamontaine,"First performed in Washington, D.C. by the National Symphony Orchestra on November 25, 1958.
",225,161,"Concerto for Piano and Orchestra
",,1959,161,1959,225,Music
Howard Van Smith,6152,winner,1439235142,winners/howard-van-smith,"For a series of articles that focused public notice on deplorable conditions in a Florida migrant labor camp, resulted in the provision of generous assistance for the 4,000 stranded workers in the camp, and thereby called attention to the national problem presented by 1,500,000 migratory laborers.
",209,161,"The Miami (FL) News
",,1959,161,1959,209,National Reporting
William Seaman,6153,winner,1439235142,winners/william-seaman,"For his dramatic photograph of the sudden death of a child in the street.
",271,161,"Minneapolis Star
",,1959,161,1959,271,Photography
Stanley Kunitz,6154,winner,1439235142,winners/stanley-kunitz,,224,161,"Selected Poems 1928-1958
","Little
",1959,161,1959,224,Poetry
Utica (NY) Observer-Dispatch and Utica Daily Press,6155,winner,1439235142,winners/utica-ny-observer-dispatch-and-utica-daily-press,"For their successful campaign against corruption, gambling and vice in their home city and the achievement of sweeping civic reforms in the face of political pressure and threats of violence. By their stalwart leadership of the forces of good government, these newspapers upheld the best tradition of a free press.
",204,161,"Utica (NY) Observer-Dispatch and Utica Daily Press
",,1959,161,1959,204,Public Service
Mary Lou Werner,13947,winner,1573755973,winners/mary-lou-werner,"For her comprehensive year-long coverage of the integration crisis in Virginia which demonstrated admirable qualities of accuracy, speed and the ability to interpret the news under deadline pressure in the course of a difficult and taxing assignment. (Werner was identified as &quot;Miss Mary Lou Werner&quot; in the original announcement.)
",268,161,The Evening Star,,1959,161,1959,268,Local Reporting - Edition time
John Harold Brislin,13948,winner,1444839818,winners/john-harold-brislin-0,"For displaying courage, initiative and resourcefulness in his effective four-year campaign to halt labor violence in his home city, as a result of which ten corrupt union officials were sent to jail and a local union was embolden to clean out racketeering elements.
",269,161,"Scranton (PA) Tribune and Scrantonian
",,1959,161,1959,269,Local Reporting - No edition time
Russell Baker,6531,winner,1439235164,winners/russell-baker-0,,222,137,"Growing Up
","Congdon &amp; Weed
",1983,137,1983,222,Biography
Claude Sitton,6532,winner,1439235164,winners/claude-sitton,,212,137,"Raleigh (NC) News &amp; Observer
",,1983,137,1983,212,Commentary
Manuela Hoelterhoff,6533,winner,1439235164,winners/manuela-hoelterhoff,"For her wide-ranging criticism on the arts and other subjects.
",213,137,"The Wall Street Journal
",,1983,137,1983,213,Criticism
Marsha Norman,6534,winner,1439235164,winners/marsha-norman,,218,137,"Night, Mother
",,1983,137,1983,218,Drama
Richard Locher,6535,winner,1439235164,winners/richard-locher,,215,137,"Chicago Tribune
",,1983,137,1983,215,Editorial Cartooning
Editorial Board,6536,winner,1461251887,winners/editorial-board,"For its campaign against the detention of illegal Haitian immigrants by federal officials.
",214,137,The Miami Herald,,1983,137,1983,214,Editorial Writing
James B. Dickman,6537,winner,1439235164,winners/james-b-dickman,"For his telling photographs of life and death in El Salvador.
",217,137,"Dallas Times Herald
",,1983,137,1983,217,Feature Photography
Nan Robertson,6538,winner,1510769282,winners/nan-robertson,"For her memorable and medically detailed account of her struggle with toxic shock syndrome.
",211,137,The New York Times,,1983,137,1983,211,Feature Writing
Alice Walker,6539,winner,1439235164,winners/alice-walker,,219,137,"The Color Purple
","Harcourt Brace
",1983,137,1983,219,Fiction
Susan Sheehan,6540,winner,1477497704,winners/susan-sheehan,,223,137,Is There No Place on Earth for Me?,Houghton Mifflin,1983,137,1983,223,General Nonfiction
Rhys L. Isaac,6541,winner,1439235164,winners/rhys-l-isaac,,220,137,"The Transformation of Virginia, 1740-1790
","U. North Carolina Press
",1983,137,1983,220,History
Thomas L. Friedman and Loren Jenkins,6542,winner,1533228404,winners/thomas-l-friedman-and-loren-jenkins,"For their individual reporting of the Israeli invasion of Beirut and its tragic aftermath.
",210,137,The New York Times and The Washington Post,,1983,137,1983,210,International Reporting
Editorial Staff,6543,winner,1439235164,winners/editorial-staff-0,"For its courageous and resourceful coverage of a devastating flood in March 1982.
",266,137,"Fort Wayne (IN) News-Sentinel
",,1983,137,1983,266,Local General or Spot News Reporting
Loretta Tofani,6544,winner,1533227087,winners/loretta-tofani,"For her investigation of rape and sexual assault in the Prince George&#039;s County, Maryland, Detention Center.
",267,137,The Washington Post,,1983,137,1983,267,Local Investigative Specialized Reporting
Ellen Taaffe Zwilich,6545,winner,1468854831,winners/ellen-taaffe-zwilich,"Commissioned by the American Composers Orchestra and premiered by that orchestra on May 5, 1982 in Alice Tully Hall, New York City.
",225,137,Symphony No. I (Three Movements for Orchestra),,1983,137,1983,225,Music
Staff,6546,winner,1439235164,winners/staff-18,"For its balanced and informative special report on the nuclear arms race.
",209,137,"The Boston Globe
",,1983,137,1983,209,National Reporting
Galway Kinnell,6547,winner,1439235164,winners/galway-kinnell,,224,137,"Selected Poems
","Houghton Mifflin
",1983,137,1983,224,Poetry
Jackson (MS) Clarion-Ledger,6548,winner,1439235164,winners/jackson-ms-clarion-ledger,"For its successful campaign supporting Governor Winter in his legislative battle for reform of Mississippi&#039;s public education system.
",204,137,"Jackson (MS) Clarion-Ledger
",,1983,137,1983,204,Public Service
Bill Foley,6549,winner,1439235164,winners/bill-foley,"For his moving series of pictures of victims and survivors of the massacre in the Sabra Camp in Beirut.
",274,137,"Associated Press
",,1983,137,1983,274,Spot News Photography
Laura E. Richards and Maud Howe Elliott assisted by Florence Howe Hall,5704,winner,1524076430,winners/laura-e-richards-and-maud-howe-elliott-assisted-florence-howe-hall,,222,203,"Julia Ward Howe, 1819-1910",Houghton,1917,203,1917,222,Biography
New York Tribune,5705,winner,1463430625,winners/new-york-tribune,"For an editorial article on the first anniversary of the sinking of the Lusitania. (No author named.)
",214,203,,,1917,203,1917,214,Editorial Writing
His Excellency J.J. Jusserand,5706,winner,1469040786,winners/his-excellency-jj-jusserand,,220,203,With Americans of Past and Present Days,,1917,203,1917,220,History
Herbert Bayard Swope,5707,winner,1462202954,winners/herbert-bayard-swope,"For articles which appeared October 10, October 15 and from November 4 daily to November 22, 1916, inclusive, entitled, &quot;Inside the German Empire.&quot;
",272,203,New York World,,1917,203,1917,272,Reporting
Douglas S. Freeman,5850,winner,1439235125,winners/douglas-s-freeman,,222,185,"R. E. Lee
","Scribner
",1935,185,1935,222,Biography
Arthur Krock,5851,winner,1439235125,winners/arthur-krock-0,"For his Washington dispatches
",263,185,"The New York Times
",,1935,185,1935,263,Correspondence
Zoe Akins,5852,winner,1439235125,winners/zoe-akins,,218,185,"The Old Maid
",,1935,185,1935,218,Drama
Ross A. Lewis,5853,winner,1439235125,winners/ross-lewis,"For &quot;Sure, I&#039;ll Work for Both Sides.&quot;
",215,185,"The Milwaukee Journal
",,1935,185,1935,215,Editorial Cartooning
Charles McLean Andrews,5854,winner,1439235125,winners/charles-mclean-andrews,,220,185,"The Colonial Period of American History
","Yale Univ. Press
",1935,185,1935,220,History
Josephine Winslow Johnson,5855,winner,1439235125,winners/josephine-winslow-johnson,,261,185,"Now in November
","Simon &amp; Schuster
",1935,185,1935,261,Novel
Audrey Wurdemann,5856,winner,1439235125,winners/audrey-wurdemann,,224,185,"Bright Ambush
","John Day
",1935,185,1935,224,Poetry
The Sacramento (CA) Bee,5857,winner,1439235125,winners/sacramento-ca-bee,"For its campaign against political machine influence in the appointment of two Federal judges in Nevada.
",204,185,"The Sacramento (CA) Bee
",,1935,185,1935,204,Public Service
William H. Taylor,5858,winner,1439235125,winners/william-h-taylor,"For his series of articles on the international yacht races.
",272,185,"New York Herald Tribune
",,1935,185,1935,272,Reporting
R. W. B. Lewis,6404,winner,1439235155,winners/r-w-b-lewis,,222,144,"Edith Wharton: A Biography
","Harper
",1976,144,1976,222,Biography
Walter Wellesley (Red) Smith,6405,winner,1510784412,winners/walter-wellesley-red-smith,"For his commentary on sports in 1975 and for many other years.
",212,144,The New York Times,,1976,144,1976,212,Commentary
Alan M. Kriegsman,6406,winner,1534956456,winners/alan-m-kriegsman,"For his critical writing about the dance during 1975.
",213,144,The Washington Post,,1976,144,1976,213,Criticism
"Michael Bennett, James Kirkwood, Jr., Marvin Hamlisch, Nicholas Dante and Edward Kleban",6407,winner,1461009298,winners/michael-bennett-james-kirkwood-jr-marvin-hamlisch-nicholas-dante-and-edward-kleban,,218,144,A Chorus Line,,1976,144,1976,218,Drama
Tony Auth,6408,winner,1439235155,winners/tony-auth,"For &quot;O beautiful for spacious skies, For amber waves of grain,&quot; published on July 22, 1975.
",215,144,"The Philadelphia Inquirer
",,1976,144,1976,215,Editorial Cartooning
Philip P. Kerby,6409,winner,1439235155,winners/philip-p-kerby,"For his editorials against government secrecy and judicial censorship.
",214,144,"Los Angeles Times
",,1976,144,1976,214,Editorial Writing
Photographic Staff,6410,winner,1439235158,winners/photographic-staff,"For a comprehensive pictorial report on busing in Louisville&#039;s schools.
",217,144,"Louisville Courier-Journal and Times
",,1976,144,1976,217,Feature Photography
Saul Bellow,6411,winner,1439235158,winners/saul-bellow,,219,144,"Humboldt&#039;s Gift
","Viking
",1976,144,1976,219,Fiction
Robert N. Butler,6412,winner,1439235158,winners/robert-n-butler,,223,144,"Why Survive? Being Old In America
","Harper
",1976,144,1976,223,General Nonfiction
Paul Horgan,6413,winner,1439235158,winners/paul-horgan-0,,220,144,"Lamy of Santa Fe
","Farrar
",1976,144,1976,220,History
Sydney H. Schanberg,6414,winner,1510783675,winners/sydney-h-schanberg,"For his coverage of the Communist takeover in Cambodia, carried out at great risk when he elected to stay at his post after the fall of Pnom Penh.
",210,144,The New York Times,,1976,144,1976,210,International Reporting
Gene Miller,6415,winner,1439235158,winners/gene-miller-0,"For his persistent and courageous reporting over eight and one-half years that led to the exoneration and release of two men who had twice been tried for murder and wrongfully convicted and sentenced to death in Florida.
",266,144,"Miami Herald
",,1976,144,1976,266,Local General or Spot News Reporting
